Zipcode,Order Date,Gender,Style,Price,Quantity,Shipment,Cost
0-99999,2023-11-07,Any,Any,0-9999,8,Rail,1750
0-99999,2023-09-22,Any,Any,0-9999,7,Air,4100
0-99999,2023-04-16,Any,Any,0-9999,10,Sea,6500
0-99999,2023-09-19,Any,Any,0-9999,2,Rail,7200
0-99999,2023-11-10,Any,Any,0-9999,6,Sea,800
0-99999,2023-07-24,Any,Any,0-9999,2,Air,5500
0-99999,2023-06-07,Any,Any,0-9999,2,Air,5400
0-99999,2023-10-17,Any,Any,0-9999,4,Air,5600
0-99999,2023-01-26,Any,Any,0-9999,6,Air,2100
0-99999,2023-11-26,Any,Any,0-9999,2,Sea,6050
0-99999,2023-05-25,Any,Any,0-9999,10,Air,5450
0-99999,2023-07-26,Any,Any,0-9999,4,Rail,750
0-99999,2023-09-21,Any,Any,0-9999,10,Sea,7250
0-99999,2023-05-14,Any,Any,0-9999,6,Sea,4450
0-99999,2023-03-28,Any,Any,0-9999,6,Air,7400
0-99999,2023-04-09,Any,Any,0-9999,7,Air,6400
0-99999,2023-02-19,Any,Any,0-9999,6,Air,6150
0-99999,2023-02-09,Any,Any,0-9999,3,Rail,2100
0-99999,2023-10-24,Any,Any,0-9999,7,Sea,4400
0-99999,2023-07-27,Any,Any,0-9999,8,Air,7300
0-99999,2023-07-02,Any,Any,0-9999,4,Sea,3200
0-99999,2023-02-15,Any,Any,0-9999,3,Air,1850
0-99999,2023-10-15,Any,Any,0-9999,3,Sea,2750
0-99999,2023-01-18,Any,Any,0-9999,7,Sea,4600
0-99999,2023-04-08,Any,Any,0-9999,10,Air,2450
0-99999,2023-09-27,Any,Any,0-9999,7,Sea,2800
0-99999,2023-07-13,Any,Any,0-9999,7,Sea,7300
0-99999,2023-05-19,Any,Any,0-9999,2,Sea,6800
0-99999,2023-01-12,Any,Any,0-9999,2,Sea,1750
0-99999,2023-12-17,Any,Any,0-9999,3,Sea,2900
0-99999,2023-04-27,Any,Any,0-9999,7,Sea,3750
0-99999,2023-11-09,Any,Any,0-9999,8,Air,4700
0-99999,2023-07-10,Any,Any,0-9999,4,Sea,3450
0-99999,2023-06-06,Any,Any,0-9999,4,Air,3950
0-99999,2023-12-06,Any,Any,0-9999,7,Air,6900
0-99999,2023-11-04,Any,Any,0-9999,3,Air,1200
0-99999,2023-01-28,Any,Any,0-9999,4,Air,6050
0-99999,2023-02-20,Any,Any,0-9999,6,Rail,3550
0-99999,2023-08-13,Any,Any,0-9999,7,Air,7150
0-99999,2023-09-15,Any,Any,0-9999,7,Sea,3250
0-99999,2023-04-24,Any,Any,0-9999,4,Rail,3600
0-99999,2023-11-01,Any,Any,0-9999,8,Air,6100
0-99999,2023-04-20,Any,Any,0-9999,10,Air,6250
0-99999,2023-07-20,Any,Any,0-9999,7,Air,3500
0-99999,2023-08-05,Any,Any,0-9999,3,Air,7350
0-99999,2023-05-21,Any,Any,0-9999,10,Sea,1250
0-99999,2023-03-11,Any,Any,0-9999,4,Air,5050
0-99999,2023-01-18,Any,Any,0-9999,7,Air,6650
0-99999,2023-03-26,Any,Any,0-9999,2,Air,3250
0-99999,2023-05-11,Any,Any,0-9999,3,Air,2950
0-99999,2023-09-16,Any,Any,0-9999,6,Air,5300
0-99999,2023-11-20,Any,Any,0-9999,6,Air,1650
0-99999,2023-07-20,Any,Any,0-9999,7,Air,1750
0-99999,2023-05-08,Any,Any,0-9999,7,Air,6200
0-99999,2023-01-26,Any,Any,0-9999,10,Air,6300
0-99999,2023-03-20,Any,Any,0-9999,6,Sea,2750
0-99999,2023-11-16,Any,Any,0-9999,6,Sea,4300
0-99999,2023-06-27,Any,Any,0-9999,6,Air,6750
0-99999,2023-12-06,Any,Any,0-9999,7,Sea,4100
0-99999,2023-10-25,Any,Any,0-9999,10,Sea,1700
0-99999,2023-03-12,Any,Any,0-9999,7,Sea,1750
0-99999,2023-09-13,Any,Any,0-9999,2,Sea,5800
0-99999,2023-08-02,Any,Any,0-9999,4,Sea,4700
0-99999,2023-02-05,Any,Any,0-9999,8,Sea,550
0-99999,2023-02-10,Any,Any,0-9999,10,Sea,5800
0-99999,2023-11-02,Any,Any,0-9999,3,Air,4950
0-99999,2023-12-22,Any,Any,0-9999,7,Air,3950
0-99999,2023-06-09,Any,Any,0-9999,6,Air,3150
0-99999,2023-03-12,Any,Any,0-9999,3,Air,2950
0-99999,2023-09-08,Any,Any,0-9999,2,Air,3950
0-99999,2023-04-07,Any,Any,0-9999,8,Sea,2300
0-99999,2023-04-03,Any,Any,0-9999,8,Air,2500
0-99999,2023-01-06,Any,Any,0-9999,10,Sea,4850
0-99999,2023-04-20,Any,Any,0-9999,7,Sea,3850
0-99999,2023-08-27,Any,Any,0-9999,8,Air,5600
0-99999,2023-05-20,Any,Any,0-9999,7,Rail,2250
0-99999,2023-01-13,Any,Any,0-9999,10,Air,1300
0-99999,2023-11-24,Any,Any,0-9999,7,Air,2700
0-99999,2023-02-24,Any,Any,0-9999,4,Sea,2550
0-99999,2023-03-27,Any,Any,0-9999,3,Air,2600
0-99999,2023-05-07,Any,Any,0-9999,4,Air,1000
0-99999,2023-12-03,Any,Any,0-9999,6,Air,5750
0-99999,2023-03-12,Any,Any,0-9999,10,Sea,2300
0-99999,2023-08-04,Any,Any,0-9999,10,Air,4650
0-99999,2023-07-15,Any,Any,0-9999,7,Sea,700
0-99999,2023-03-26,Any,Any,0-9999,2,Air,2900
0-99999,2023-02-09,Any,Any,0-9999,3,Sea,3350
0-99999,2023-06-19,Any,Any,0-9999,6,Air,6650
0-99999,2023-08-03,Any,Any,0-9999,2,Rail,5650
0-99999,2023-06-17,Any,Any,0-9999,4,Sea,5200
0-99999,2023-07-24,Any,Any,0-9999,4,Sea,1850
0-99999,2023-08-10,Any,Any,0-9999,3,Sea,3600
0-99999,2023-09-21,Any,Any,0-9999,3,Air,6500
0-99999,2023-03-21,Any,Any,0-9999,3,Air,2500
0-99999,2023-10-27,Any,Any,0-9999,10,Air,5050
0-99999,2023-07-18,Any,Any,0-9999,3,Air,2650
0-99999,2023-12-12,Any,Any,0-9999,4,Air,6600
0-99999,2023-06-25,Any,Any,0-9999,3,Sea,5300
0-99999,2023-12-19,Any,Any,0-9999,3,Sea,7100
0-99999,2023-02-19,Any,Any,0-9999,7,Air,3500
0-99999,2023-10-28,Any,Any,0-9999,10,Air,4550
0-99999,2023-03-06,Any,Any,0-9999,3,Air,3800
0-99999,2023-08-06,Any,Any,0-9999,10,Sea,7300
0-99999,2023-01-09,Any,Any,0-9999,10,Air,250
0-99999,2023-09-02,Any,Any,0-9999,10,Air,750
0-99999,2023-05-02,Any,Any,0-9999,10,Sea,5450
0-99999,2023-06-18,Any,Any,0-9999,3,Sea,5250
0-99999,2023-09-22,Any,Any,0-9999,3,Sea,2400
0-99999,2023-01-28,Any,Any,0-9999,10,Air,3350
0-99999,2023-05-27,Any,Any,0-9999,2,Sea,5050
0-99999,2023-12-07,Any,Any,0-9999,6,Air,600
0-99999,2023-09-20,Any,Any,0-9999,7,Air,850
0-99999,2023-04-09,Any,Any,0-9999,7,Air,7000
0-99999,2023-04-23,Any,Any,0-9999,4,Sea,5400
0-99999,2023-06-27,Any,Any,0-9999,7,Sea,3100
0-99999,2023-06-16,Any,Any,0-9999,7,Air,7050
0-99999,2023-04-23,Any,Any,0-9999,6,Air,150
0-99999,2023-09-24,Any,Any,0-9999,2,Air,650
0-99999,2023-12-18,Any,Any,0-9999,7,Sea,300
0-99999,2023-08-23,Any,Any,0-9999,4,Air,3100
0-99999,2023-11-23,Any,Any,0-9999,3,Air,3350
0-99999,2023-08-12,Any,Any,0-9999,8,Rail,1150
0-99999,2023-11-17,Any,Any,0-9999,3,Air,1750
0-99999,2023-08-22,Any,Any,0-9999,8,Air,4550
0-99999,2023-01-23,Any,Any,0-9999,2,Sea,4550
0-99999,2023-06-20,Any,Any,0-9999,10,Air,2850
0-99999,2023-04-28,Any,Any,0-9999,3,Air,5550
0-99999,2023-03-21,Any,Any,0-9999,2,Air,2100
0-99999,2023-08-25,Any,Any,0-9999,7,Sea,4050
0-99999,2023-04-21,Any,Any,0-9999,4,Sea,6550
0-99999,2023-03-04,Any,Any,0-9999,10,Air,3550
0-99999,2023-07-03,Any,Any,0-9999,8,Air,750
0-99999,2023-05-07,Any,Any,0-9999,10,Air,7250
0-99999,2023-06-25,Any,Any,0-9999,4,Rail,5600
0-99999,2023-03-03,Any,Any,0-9999,6,Air,250
0-99999,2023-11-23,Any,Any,0-9999,4,Sea,2050
0-99999,2023-07-05,Any,Any,0-9999,10,Air,1000
0-99999,2023-11-01,Any,Any,0-9999,10,Air,5150
0-99999,2023-08-08,Any,Any,0-9999,7,Rail,4500
0-99999,2023-03-25,Any,Any,0-9999,7,Sea,4450
0-99999,2023-10-22,Any,Any,0-9999,7,Sea,6500
0-99999,2023-08-07,Any,Any,0-9999,7,Air,1900
0-99999,2023-06-13,Any,Any,0-9999,3,Air,3800
0-99999,2023-10-09,Any,Any,0-9999,2,Sea,5500
0-99999,2023-07-12,Any,Any,0-9999,3,Air,6550
0-99999,2023-01-23,Any,Any,0-9999,7,Air,7350
0-99999,2023-09-18,Any,Any,0-9999,10,Sea,4250
0-99999,2023-12-19,Any,Any,0-9999,7,Air,1200
0-99999,2023-09-08,Any,Any,0-9999,7,Air,4450
0-99999,2023-03-06,Any,Any,0-9999,10,Air,3850
0-99999,2023-09-02,Any,Any,0-9999,10,Sea,2250
0-99999,2023-03-26,Any,Any,0-9999,10,Air,3700
0-99999,2023-05-07,Any,Any,0-9999,7,Sea,850
0-99999,2023-09-10,Any,Any,0-9999,10,Air,5500
0-99999,2023-11-02,Any,Any,0-9999,4,Air,6250
0-99999,2023-09-18,Any,Any,0-9999,7,Sea,100
0-99999,2023-03-12,Any,Any,0-9999,8,Air,4350
0-99999,2023-04-08,Any,Any,0-9999,3,Air,6150
0-99999,2023-06-23,Any,Any,0-9999,8,Sea,1800
0-99999,2023-08-08,Any,Any,0-9999,10,Air,2950
0-99999,2023-04-22,Any,Any,0-9999,6,Sea,7050
0-99999,2023-12-24,Any,Any,0-9999,6,Sea,1800
0-99999,2023-02-02,Any,Any,0-9999,7,Air,6150
0-99999,2023-01-12,Any,Any,0-9999,8,Air,4700
0-99999,2023-02-11,Any,Any,0-9999,6,Sea,300
0-99999,2023-11-17,Any,Any,0-9999,3,Air,5050
0-99999,2023-08-20,Any,Any,0-9999,7,Sea,5250
0-99999,2023-02-19,Any,Any,0-9999,8,Air,5950
0-99999,2023-09-28,Any,Any,0-9999,6,Air,2700
0-99999,2023-02-07,Any,Any,0-9999,10,Air,1450
0-99999,2023-06-27,Any,Any,0-9999,2,Air,2450
0-99999,2023-08-17,Any,Any,0-9999,2,Air,5300
0-99999,2023-02-20,Any,Any,0-9999,6,Air,1350
0-99999,2023-03-11,Any,Any,0-9999,3,Air,3850
0-99999,2023-12-09,Any,Any,0-9999,4,Air,6500
0-99999,2023-03-13,Any,Any,0-9999,10,Air,7100
0-99999,2023-06-21,Any,Any,0-9999,10,Sea,5800
0-99999,2023-10-26,Any,Any,0-9999,10,Sea,2950
0-99999,2023-04-10,Any,Any,0-9999,3,Air,6750
0-99999,2023-03-17,Any,Any,0-9999,8,Sea,1200
0-99999,2023-11-02,Any,Any,0-9999,6,Sea,4850
0-99999,2023-05-26,Any,Any,0-9999,3,Air,1500
0-99999,2023-06-07,Any,Any,0-9999,3,Air,4100
0-99999,2023-02-21,Any,Any,0-9999,7,Air,450
0-99999,2023-10-22,Any,Any,0-9999,8,Air,5550
0-99999,2023-04-28,Any,Any,0-9999,3,Air,4300
0-99999,2023-11-12,Any,Any,0-9999,3,Air,7300
0-99999,2023-11-26,Any,Any,0-9999,10,Rail,750
0-99999,2023-06-19,Any,Any,0-9999,3,Air,4300
0-99999,2023-09-21,Any,Any,0-9999,2,Air,6850
0-99999,2023-09-05,Any,Any,0-9999,4,Sea,200
0-99999,2023-04-26,Any,Any,0-9999,4,Sea,5150
0-99999,2023-07-07,Any,Any,0-9999,6,Sea,4950
0-99999,2023-02-10,Any,Any,0-9999,7,Air,1750
0-99999,2023-05-15,Any,Any,0-9999,7,Sea,800
0-99999,2023-09-07,Any,Any,0-9999,8,Air,5550
0-99999,2023-01-18,Any,Any,0-9999,8,Sea,7100
0-99999,2023-09-19,Any,Any,0-9999,3,Sea,800
0-99999,2023-04-14,Any,Any,0-9999,3,Rail,650
0-99999,2023-08-01,Any,Any,0-9999,2,Air,2650
0-99999,2023-02-12,Any,Any,0-9999,6,Air,5450
0-99999,2023-01-27,Any,Any,0-9999,4,Rail,6350
0-99999,2023-05-09,Any,Any,0-9999,7,Sea,2800
0-99999,2023-01-25,Any,Any,0-9999,10,Air,6150
0-99999,2023-02-09,Any,Any,0-9999,7,Sea,4350
0-99999,2023-01-23,Any,Any,0-9999,7,Rail,1850
0-99999,2023-02-23,Any,Any,0-9999,8,Air,2050
0-99999,2023-01-25,Any,Any,0-9999,10,Air,5300
0-99999,2023-12-17,Any,Any,0-9999,10,Sea,5850
0-99999,2023-05-21,Any,Any,0-9999,6,Sea,7400
0-99999,2023-09-16,Any,Any,0-9999,10,Air,3650
0-99999,2023-09-09,Any,Any,0-9999,10,Rail,1200
0-99999,2023-09-17,Any,Any,0-9999,3,Air,3550
0-99999,2023-09-17,Any,Any,0-9999,4,Sea,2100
0-99999,2023-01-09,Any,Any,0-9999,10,Sea,1700
0-99999,2023-10-04,Any,Any,0-9999,4,Air,3250
0-99999,2023-10-27,Any,Any,0-9999,3,Rail,7000
0-99999,2023-09-14,Any,Any,0-9999,6,Sea,5150
0-99999,2023-08-22,Any,Any,0-9999,4,Air,1550
0-99999,2023-07-14,Any,Any,0-9999,7,Air,1250
0-99999,2023-06-19,Any,Any,0-9999,10,Air,650
0-99999,2023-08-15,Any,Any,0-9999,2,Sea,3850
0-99999,2023-07-05,Any,Any,0-9999,4,Sea,3550
0-99999,2023-03-14,Any,Any,0-9999,6,Air,7400
0-99999,2023-01-23,Any,Any,0-9999,6,Rail,1950
0-99999,2023-08-22,Any,Any,0-9999,7,Air,6050
0-99999,2023-03-28,Any,Any,0-9999,3,Air,7200
0-99999,2023-07-18,Any,Any,0-9999,10,Air,5150
0-99999,2023-02-16,Any,Any,0-9999,8,Air,2550
0-99999,2023-03-22,Any,Any,0-9999,7,Air,1450
0-99999,2023-12-10,Any,Any,0-9999,2,Sea,5300
0-99999,2023-04-22,Any,Any,0-9999,10,Air,2250
0-99999,2023-10-22,Any,Any,0-9999,8,Air,6300
0-99999,2023-11-24,Any,Any,0-9999,2,Sea,4350
0-99999,2023-07-14,Any,Any,0-9999,4,Sea,4150
0-99999,2023-04-16,Any,Any,0-9999,10,Sea,7350
0-99999,2023-09-16,Any,Any,0-9999,6,Sea,4500
0-99999,2023-09-25,Any,Any,0-9999,3,Sea,1050
0-99999,2023-11-26,Any,Any,0-9999,3,Air,6200
0-99999,2023-06-20,Any,Any,0-9999,8,Air,6200
0-99999,2023-07-14,Any,Any,0-9999,7,Air,200
0-99999,2023-03-05,Any,Any,0-9999,7,Sea,5750
0-99999,2023-01-03,Any,Any,0-9999,6,Air,6650
0-99999,2023-03-09,Any,Any,0-9999,10,Sea,4750
0-99999,2023-08-23,Any,Any,0-9999,4,Rail,3100
0-99999,2023-09-01,Any,Any,0-9999,2,Air,6800
0-99999,2023-05-19,Any,Any,0-9999,10,Air,6600
0-99999,2023-05-18,Any,Any,0-9999,4,Sea,4300
0-99999,2023-02-26,Any,Any,0-9999,7,Sea,3300
0-99999,2023-12-08,Any,Any,0-9999,6,Sea,3350
0-99999,2023-09-08,Any,Any,0-9999,2,Air,3050
0-99999,2023-02-28,Any,Any,0-9999,7,Sea,250
0-99999,2023-08-17,Any,Any,0-9999,10,Air,2150
0-99999,2023-06-13,Any,Any,0-9999,3,Rail,4150
0-99999,2023-05-07,Any,Any,0-9999,4,Air,7050
0-99999,2023-10-25,Any,Any,0-9999,3,Air,150
0-99999,2023-02-05,Any,Any,0-9999,3,Air,6300
0-99999,2023-04-26,Any,Any,0-9999,4,Air,650
0-99999,2023-05-10,Any,Any,0-9999,7,Air,4150
0-99999,2023-02-19,Any,Any,0-9999,6,Air,1750
0-99999,2023-12-05,Any,Any,0-9999,10,Rail,850
0-99999,2023-11-20,Any,Any,0-9999,8,Air,5900
0-99999,2023-04-17,Any,Any,0-9999,10,Air,5600
0-99999,2023-11-02,Any,Any,0-9999,3,Sea,1450
0-99999,2023-01-08,Any,Any,0-9999,10,Air,4200
0-99999,2023-10-19,Any,Any,0-9999,7,Air,6400
0-99999,2023-05-04,Any,Any,0-9999,7,Air,1850
0-99999,2023-09-04,Any,Any,0-9999,6,Air,7000
0-99999,2023-02-26,Any,Any,0-9999,2,Sea,6150
0-99999,2023-07-17,Any,Any,0-9999,3,Air,2350
0-99999,2023-01-05,Any,Any,0-9999,8,Sea,5050
0-99999,2023-11-16,Any,Any,0-9999,2,Air,3900
0-99999,2023-12-18,Any,Any,0-9999,4,Sea,3450
0-99999,2023-12-25,Any,Any,0-9999,4,Sea,6500
0-99999,2023-09-14,Any,Any,0-9999,6,Air,3850
0-99999,2023-09-14,Any,Any,0-9999,3,Sea,5250
0-99999,2023-09-25,Any,Any,0-9999,7,Sea,450
0-99999,2023-07-15,Any,Any,0-9999,10,Rail,1200
0-99999,2023-03-02,Any,Any,0-9999,3,Sea,1600
0-99999,2023-05-16,Any,Any,0-9999,3,Air,2150
0-99999,2023-01-10,Any,Any,0-9999,10,Air,3700
0-99999,2023-04-03,Any,Any,0-9999,8,Sea,6000
0-99999,2023-04-13,Any,Any,0-9999,7,Air,1800
0-99999,2023-03-21,Any,Any,0-9999,3,Air,6800
0-99999,2023-12-07,Any,Any,0-9999,8,Air,5450
0-99999,2023-03-22,Any,Any,0-9999,7,Sea,900
0-99999,2023-07-25,Any,Any,0-9999,10,Rail,6950
0-99999,2023-04-16,Any,Any,0-9999,10,Air,1950
0-99999,2023-06-24,Any,Any,0-9999,10,Sea,3000
0-99999,2023-02-21,Any,Any,0-9999,4,Rail,1550
0-99999,2023-09-17,Any,Any,0-9999,7,Air,3400
0-99999,2023-03-14,Any,Any,0-9999,8,Sea,1350
0-99999,2023-06-15,Any,Any,0-9999,7,Sea,1150
0-99999,2023-05-21,Any,Any,0-9999,10,Air,2050
0-99999,2023-12-09,Any,Any,0-9999,8,Sea,5450
0-99999,2023-10-08,Any,Any,0-9999,3,Sea,1000
0-99999,2023-03-19,Any,Any,0-9999,2,Air,4000
0-99999,2023-01-14,Any,Any,0-9999,7,Air,950
0-99999,2023-11-26,Any,Any,0-9999,3,Sea,5250
0-99999,2023-01-27,Any,Any,0-9999,4,Sea,5450
0-99999,2023-04-13,Any,Any,0-9999,2,Air,2000
0-99999,2023-09-18,Any,Any,0-9999,3,Rail,2950
0-99999,2023-05-03,Any,Any,0-9999,7,Air,950
0-99999,2023-08-15,Any,Any,0-9999,8,Sea,3650
0-99999,2023-12-27,Any,Any,0-9999,8,Sea,5250
0-99999,2023-06-26,Any,Any,0-9999,7,Air,2200
0-99999,2023-01-01,Any,Any,0-9999,10,Air,1650
0-99999,2023-12-15,Any,Any,0-9999,4,Sea,4250
0-99999,2023-07-22,Any,Any,0-9999,3,Air,5150
0-99999,2023-09-27,Any,Any,0-9999,6,Air,2600
0-99999,2023-05-15,Any,Any,0-9999,2,Air,2850
0-99999,2023-08-10,Any,Any,0-9999,10,Air,3700
0-99999,2023-04-27,Any,Any,0-9999,4,Sea,7300
0-99999,2023-01-27,Any,Any,0-9999,7,Sea,1750
0-99999,2023-12-19,Any,Any,0-9999,3,Air,1050
0-99999,2023-04-07,Any,Any,0-9999,2,Sea,5500
0-99999,2023-08-25,Any,Any,0-9999,6,Air,2350
0-99999,2023-10-10,Any,Any,0-9999,7,Air,6250
0-99999,2023-03-11,Any,Any,0-9999,4,Sea,200
0-99999,2023-12-06,Any,Any,0-9999,3,Rail,6600
0-99999,2023-11-23,Any,Any,0-9999,4,Air,4250
0-99999,2023-10-12,Any,Any,0-9999,10,Sea,900
0-99999,2023-04-13,Any,Any,0-9999,10,Sea,100
0-99999,2023-11-02,Any,Any,0-9999,10,Air,3750
0-99999,2023-03-03,Any,Any,0-9999,2,Sea,1450
0-99999,2023-02-15,Any,Any,0-9999,4,Rail,6350
0-99999,2023-07-20,Any,Any,0-9999,3,Sea,6150
0-99999,2023-04-27,Any,Any,0-9999,7,Air,7250
0-99999,2023-09-08,Any,Any,0-9999,7,Sea,1300
0-99999,2023-01-13,Any,Any,0-9999,3,Air,4250
0-99999,2023-01-16,Any,Any,0-9999,6,Air,7050
0-99999,2023-10-02,Any,Any,0-9999,7,Air,5750
0-99999,2023-06-13,Any,Any,0-9999,10,Sea,3450
0-99999,2023-07-13,Any,Any,0-9999,7,Sea,4350
0-99999,2023-09-26,Any,Any,0-9999,2,Rail,2100
0-99999,2023-08-07,Any,Any,0-9999,2,Rail,1150
0-99999,2023-02-04,Any,Any,0-9999,2,Sea,6650
