Zipcode,Order Date,Gender,Style,Price,Quantity,Shipment,Cost
Suppressed,2023-05-22,Suppressed,Style 323,Suppressed,3,Sea,900
Suppressed,2023-07-26,Suppressed,Style 394,Suppressed,5,Air,4400
Suppressed,2023-04-09,Suppressed,Style 347,Suppressed,3,Sea,300
Suppressed,2023-08-25,Suppressed,Style 84,Suppressed,5,Sea,900
Suppressed,2023-03-12,Suppressed,Style 241,Suppressed,3,Air,550
Suppressed,2023-05-15,Suppressed,Style 71,Suppressed,3,Sea,5850
Suppressed,2023-05-01,Suppressed,Style 325,Suppressed,6,Rail,1200
Suppressed,2023-11-13,Suppressed,Style 948,Suppressed,8,Sea,4600
Suppressed,2023-04-17,Suppressed,Style 554,Suppressed,8,Sea,1050
Suppressed,2023-08-01,Suppressed,Style 374,Suppressed,3,Air,3400
Suppressed,2023-11-09,Suppressed,Style 879,Suppressed,8,Air,3000
Suppressed,2023-01-05,Suppressed,Style 1358,Suppressed,6,Air,4800
Suppressed,2023-12-06,Suppressed,Style 1073,Suppressed,3,Sea,6600
Suppressed,2023-12-14,Suppressed,Style 1025,Suppressed,3,Air,7200
Suppressed,2023-12-25,Suppressed,Style 69,Suppressed,5,Air,3300
Suppressed,2023-12-28,Suppressed,Style 558,Suppressed,1,Rail,1800
Suppressed,2023-01-10,Suppressed,Style 1006,Suppressed,1,Sea,3650
Suppressed,2023-12-14,Suppressed,Style 945,Suppressed,3,Rail,1900
Suppressed,2023-12-24,Suppressed,Style 1487,Suppressed,9,Sea,950
Suppressed,2023-08-15,Suppressed,Style 611,Suppressed,3,Sea,150
Suppressed,2023-08-05,Suppressed,Style 496,Suppressed,9,Sea,3200
Suppressed,2023-01-19,Suppressed,Style 1049,Suppressed,9,Sea,1050
Suppressed,2023-09-14,Suppressed,Style 847,Suppressed,7,Rail,4050
Suppressed,2023-06-19,Suppressed,Style 650,Suppressed,3,Sea,1150
Suppressed,2023-02-19,Suppressed,Style 1296,Suppressed,1,Rail,2600
Suppressed,2023-04-13,Suppressed,Style 1195,Suppressed,8,Sea,1550
Suppressed,2023-05-01,Suppressed,Style 683,Suppressed,3,Air,450
Suppressed,2023-11-01,Suppressed,Style 1205,Suppressed,5,Sea,3150
Suppressed,2023-09-03,Suppressed,Style 1227,Suppressed,5,Rail,1600
Suppressed,2023-07-18,Suppressed,Style 62,Suppressed,3,Sea,4900
Suppressed,2023-07-01,Suppressed,Style 325,Suppressed,5,Sea,7000
Suppressed,2023-05-02,Suppressed,Style 554,Suppressed,6,Sea,3300
Suppressed,2023-10-14,Suppressed,Style 758,Suppressed,6,Air,3750
Suppressed,2023-01-02,Suppressed,Style 983,Suppressed,3,Air,150
Suppressed,2023-02-26,Suppressed,Style 1314,Suppressed,5,Sea,7350
Suppressed,2023-01-06,Suppressed,Style 767,Suppressed,3,Sea,2450
Suppressed,2023-06-12,Suppressed,Style 22,Suppressed,5,Air,1750
Suppressed,2023-03-01,Suppressed,Style 1234,Suppressed,6,Sea,5350
Suppressed,2023-06-24,Suppressed,Style 920,Suppressed,8,Sea,7150
Suppressed,2023-08-21,Suppressed,Style 831,Suppressed,1,Sea,4750
Suppressed,2023-11-10,Suppressed,Style 310,Suppressed,6,Air,950
Suppressed,2023-02-13,Suppressed,Style 161,Suppressed,3,Air,1700
Suppressed,2023-02-17,Suppressed,Style 1508,Suppressed,1,Air,3900
Suppressed,2023-04-21,Suppressed,Style 267,Suppressed,8,Sea,2350
Suppressed,2023-10-06,Suppressed,Style 77,Suppressed,5,Air,6600
Suppressed,2023-11-01,Suppressed,Style 296,Suppressed,8,Air,3800
Suppressed,2023-09-10,Suppressed,Style 1439,Suppressed,3,Sea,5750
Suppressed,2023-06-09,Suppressed,Style 379,Suppressed,3,Air,6500
Suppressed,2023-04-17,Suppressed,Style 586,Suppressed,8,Air,3550
Suppressed,2023-03-26,Suppressed,Style 876,Suppressed,3,Sea,350
Suppressed,2023-04-24,Suppressed,Style 1168,Suppressed,6,Sea,4150
Suppressed,2023-01-15,Suppressed,Style 296,Suppressed,3,Sea,850
Suppressed,2023-04-07,Suppressed,Style 757,Suppressed,9,Air,1700
Suppressed,2023-08-06,Suppressed,Style 247,Suppressed,3,Air,1850
Suppressed,2023-10-08,Suppressed,Style 703,Suppressed,3,Sea,1700
Suppressed,2023-12-17,Suppressed,Style 561,Suppressed,3,Sea,2600
Suppressed,2023-07-17,Suppressed,Style 1164,Suppressed,5,Air,6300
Suppressed,2023-08-03,Suppressed,Style 1426,Suppressed,3,Sea,2100
Suppressed,2023-06-01,Suppressed,Style 1447,Suppressed,6,Sea,2650
Suppressed,2023-07-24,Suppressed,Style 419,Suppressed,3,Air,6450
Suppressed,2023-02-18,Suppressed,Style 668,Suppressed,7,Air,6850
Suppressed,2023-02-08,Suppressed,Style 1115,Suppressed,9,Air,6850
Suppressed,2023-01-16,Suppressed,Style 469,Suppressed,3,Air,550
Suppressed,2023-07-25,Suppressed,Style 1010,Suppressed,7,Rail,300
Suppressed,2023-08-15,Suppressed,Style 822,Suppressed,9,Air,2300
Suppressed,2023-07-27,Suppressed,Style 1411,Suppressed,1,Air,350
Suppressed,2023-05-12,Suppressed,Style 479,Suppressed,1,Rail,5450
Suppressed,2023-10-06,Suppressed,Style 408,Suppressed,3,Air,2000
Suppressed,2023-04-21,Suppressed,Style 432,Suppressed,7,Air,4100
Suppressed,2023-04-27,Suppressed,Style 125,Suppressed,3,Sea,200
Suppressed,2023-07-18,Suppressed,Style 793,Suppressed,3,Air,1850
Suppressed,2023-05-13,Suppressed,Style 1263,Suppressed,7,Air,4000
Suppressed,2023-09-16,Suppressed,Style 309,Suppressed,3,Air,3500
Suppressed,2023-08-12,Suppressed,Style 570,Suppressed,5,Air,1500
Suppressed,2023-05-14,Suppressed,Style 1046,Suppressed,3,Air,2500
Suppressed,2023-08-17,Suppressed,Style 899,Suppressed,3,Air,6300
Suppressed,2023-07-17,Suppressed,Style 1232,Suppressed,1,Air,6900
Suppressed,2023-04-08,Suppressed,Style 1302,Suppressed,5,Sea,7150
Suppressed,2023-10-12,Suppressed,Style 756,Suppressed,3,Sea,6150
Suppressed,2023-09-25,Suppressed,Style 326,Suppressed,5,Air,1800
Suppressed,2023-05-04,Suppressed,Style 207,Suppressed,7,Air,1650
Suppressed,2023-08-23,Suppressed,Style 473,Suppressed,5,Air,5150
Suppressed,2023-07-24,Suppressed,Style 1470,Suppressed,7,Air,6600
Suppressed,2023-08-22,Suppressed,Style 1446,Suppressed,3,Air,1700
Suppressed,2023-08-18,Suppressed,Style 811,Suppressed,3,Air,2700
Suppressed,2023-01-19,Suppressed,Style 705,Suppressed,1,Sea,6750
Suppressed,2023-06-05,Suppressed,Style 1457,Suppressed,3,Sea,3250
Suppressed,2023-01-12,Suppressed,Style 578,Suppressed,8,Air,300
Suppressed,2023-03-04,Suppressed,Style 539,Suppressed,3,Air,2600
Suppressed,2023-04-12,Suppressed,Style 1252,Suppressed,5,Air,2700
Suppressed,2023-02-16,Suppressed,Style 799,Suppressed,6,Air,4650
Suppressed,2023-04-28,Suppressed,Style 1355,Suppressed,3,Air,5400
Suppressed,2023-01-27,Suppressed,Style 772,Suppressed,5,Air,3400
Suppressed,2023-01-08,Suppressed,Style 1155,Suppressed,5,Air,2950
Suppressed,2023-02-21,Suppressed,Style 630,Suppressed,9,Rail,6950
Suppressed,2023-10-14,Suppressed,Style 1393,Suppressed,3,Sea,5400
Suppressed,2023-03-22,Suppressed,Style 1376,Suppressed,8,Sea,900
Suppressed,2023-02-19,Suppressed,Style 430,Suppressed,8,Air,250
Suppressed,2023-11-11,Suppressed,Style 792,Suppressed,9,Sea,3350
Suppressed,2023-03-06,Suppressed,Style 964,Suppressed,8,Air,1900
Suppressed,2023-03-02,Suppressed,Style 512,Suppressed,9,Air,7250
Suppressed,2023-10-20,Suppressed,Style 1309,Suppressed,5,Sea,4950
Suppressed,2023-04-21,Suppressed,Style 520,Suppressed,3,Sea,5700
Suppressed,2023-01-20,Suppressed,Style 1045,Suppressed,3,Sea,950
Suppressed,2023-02-22,Suppressed,Style 567,Suppressed,3,Sea,2750
Suppressed,2023-06-12,Suppressed,Style 808,Suppressed,5,Air,1700
Suppressed,2023-07-03,Suppressed,Style 1270,Suppressed,3,Sea,1650
Suppressed,2023-12-27,Suppressed,Style 1489,Suppressed,3,Rail,6300
Suppressed,2023-08-17,Suppressed,Style 362,Suppressed,1,Air,7400
Suppressed,2023-12-20,Suppressed,Style 532,Suppressed,7,Rail,4750
Suppressed,2023-08-14,Suppressed,Style 1387,Suppressed,1,Sea,5650
Suppressed,2023-01-18,Suppressed,Style 787,Suppressed,5,Sea,5750
Suppressed,2023-06-09,Suppressed,Style 305,Suppressed,3,Rail,3200
Suppressed,2023-12-22,Suppressed,Style 497,Suppressed,9,Air,2050
Suppressed,2023-02-28,Suppressed,Style 779,Suppressed,5,Sea,1450
Suppressed,2023-09-28,Suppressed,Style 919,Suppressed,9,Air,2800
Suppressed,2023-01-07,Suppressed,Style 290,Suppressed,7,Air,650
Suppressed,2023-06-20,Suppressed,Style 1067,Suppressed,3,Sea,4450
Suppressed,2023-12-08,Suppressed,Style 1416,Suppressed,1,Sea,200
Suppressed,2023-06-18,Suppressed,Style 826,Suppressed,9,Air,3800
Suppressed,2023-11-05,Suppressed,Style 267,Suppressed,3,Sea,1450
Suppressed,2023-10-15,Suppressed,Style 611,Suppressed,5,Air,7000
Suppressed,2023-12-20,Suppressed,Style 745,Suppressed,5,Sea,5350
Suppressed,2023-01-22,Suppressed,Style 216,Suppressed,3,Air,2150
Suppressed,2023-01-02,Suppressed,Style 855,Suppressed,5,Air,3500
Suppressed,2023-11-24,Suppressed,Style 214,Suppressed,5,Air,1800
Suppressed,2023-07-04,Suppressed,Style 1318,Suppressed,3,Air,4900
Suppressed,2023-03-07,Suppressed,Style 991,Suppressed,1,Sea,5750
Suppressed,2023-05-22,Suppressed,Style 971,Suppressed,3,Sea,1100
Suppressed,2023-07-05,Suppressed,Style 1394,Suppressed,3,Sea,4650
Suppressed,2023-11-25,Suppressed,Style 663,Suppressed,8,Sea,2850
Suppressed,2023-04-14,Suppressed,Style 918,Suppressed,1,Sea,7100
Suppressed,2023-01-20,Suppressed,Style 336,Suppressed,3,Air,2900
Suppressed,2023-10-02,Suppressed,Style 1015,Suppressed,3,Air,2400
Suppressed,2023-04-06,Suppressed,Style 1097,Suppressed,3,Sea,4050
Suppressed,2023-12-27,Suppressed,Style 985,Suppressed,3,Sea,4350
Suppressed,2023-12-24,Suppressed,Style 1360,Suppressed,6,Air,7200
Suppressed,2023-05-11,Suppressed,Style 316,Suppressed,5,Rail,6350
Suppressed,2023-12-06,Suppressed,Style 280,Suppressed,5,Rail,7000
Suppressed,2023-03-13,Suppressed,Style 77,Suppressed,5,Sea,5800
Suppressed,2023-05-20,Suppressed,Style 1079,Suppressed,3,Air,2850
Suppressed,2023-06-14,Suppressed,Style 1509,Suppressed,9,Sea,4400
Suppressed,2023-07-03,Suppressed,Style 619,Suppressed,6,Air,2050
Suppressed,2023-06-18,Suppressed,Style 1336,Suppressed,9,Air,2600
Suppressed,2023-09-27,Suppressed,Style 964,Suppressed,7,Air,5250
Suppressed,2023-09-24,Suppressed,Style 548,Suppressed,7,Air,1700
Suppressed,2023-08-19,Suppressed,Style 1129,Suppressed,3,Air,2400
Suppressed,2023-12-24,Suppressed,Style 669,Suppressed,3,Sea,4950
Suppressed,2023-08-06,Suppressed,Style 166,Suppressed,1,Air,6850
Suppressed,2023-01-03,Suppressed,Style 831,Suppressed,6,Sea,3600
Suppressed,2023-07-19,Suppressed,Style 762,Suppressed,5,Air,3050
Suppressed,2023-09-28,Suppressed,Style 1246,Suppressed,5,Air,250
Suppressed,2023-05-28,Suppressed,Style 207,Suppressed,6,Rail,6400
Suppressed,2023-02-26,Suppressed,Style 697,Suppressed,9,Rail,3950
Suppressed,2023-12-05,Suppressed,Style 1298,Suppressed,9,Sea,6800
